职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
原画设计师,深圳数虎图像股份有限公司,,大专,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/215849714250702.htm
舞台美术总监,深圳数虎图像股份有限公司,,本科,5-10年,20000-30000元/月,100-499人,,http://jobs.zhaopin.com/215849714250705.htm
C++软件工程师,深圳市东方时通科技发展有限公司,,本科,,10001-15000元/月,20人,,http://jobs.zhaopin.com/343992210250015.htm
视频包装剪辑,深圳数虎图像股份有限公司,,大专,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250665.htm
Unity3D开发程序员,深圳数虎图像股份有限公司,,本科,1-3年,7500-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250707.htm
3D模型设计师,深圳数虎图像股份有限公司,,本科,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/215849714250706.htm
项目总监,深圳数虎图像股份有限公司,,大专,5-10年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250704.htm
多媒体内容制作总监,深圳数虎图像股份有限公司,,大专,5-10年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250690.htm
影视后期制作,深圳数虎图像股份有限公司,,大专,1-3年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250679.htm
Unity3D开发工程师,深圳数虎图像股份有限公司,,本科,,8000-16000元/月,100-499人,,http://jobs.zhaopin.com/215849714250676.htm
三维模型材质师,深圳数虎图像股份有限公司,,不限,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/215849714250715.htm
3D 特效师,深圳数虎图像股份有限公司,,大专,1-3年,6000-10000元/月,100-499人,,http://jobs.zhaopin.com/215849714250720.htm
产品经理,深圳数虎图像股份有限公司,,本科,3-5年,8000-15000元/月,100-499人,,http://jobs.zhaopin.com/215849714250687.htm
FPGA高级工程师,深圳市亿科迅电子有限公司,,本科,5-10年,15000-25000元/月,100-499人,,http://jobs.zhaopin.com/296463089250067.htm
高级硬件测试工程师,深圳市亿科迅电子有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/296463089250081.htm
C/C++高级软件工程师,深圳市亿科迅电子有限公司,,本科,1-3年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/296463089250061.htm
C++应用工程师,远光软件股份有限公司,,本科,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/000457367253461.htm
ai硬件开发工程师,南京摩墅狮智能科技有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/470209033250036.htm
软件工程师,深圳锐越微技术有限公司,,不限,,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/307831986250006.htm
网站编辑   文案编辑,深圳市裕满实业有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/157024323250125.htm
视频直播技术高级工程师/架构师,深圳东方酷音信息技术有限公司,,本科,3-5年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/708300829250125.htm
微信商城运营专员,广东医保药业有限公司,,不限,,3500-5000元/月,20-99人,,http://jobs.zhaopin.com/264220934250050.htm
公众号运营推广专员,深圳红本资产管理有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/490870689250002.htm
自媒体运营专员,深圳市心爱加一教育咨询有限公司,,不限,1-3年,5000-10000元/月,20-99人,,http://jobs.zhaopin.com/491694430250000.htm
数字硬软件工程师,深圳市华星光电技术有限公司 ,,本科,1-3年,8001-10000元/月,1000-9999人,,http://jobs.zhaopin.com/305638718254145.htm
市场经理（资深文案）,北京大学光华管理学院,,不限,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/371633018250805.htm
高级视觉算法工程师(10001263),顺丰科技有限公司,,本科,1-3年,15000-30000元/月,1000-9999人,,http://jobs.zhaopin.com/216494030250406.htm
视觉算法及应用工程师(10001263),顺丰科技有限公司,,硕士,,15000-30000元/月,1000-9999人,,http://jobs.zhaopin.com/216494030250431.htm
AMOLED系统设计工程师(FPGA算法),深圳市华星光电技术有限公司 ,,硕士,1年,1000元/月,1000-9999人,,http://jobs.zhaopin.com/305638718254265.htm
软件工程师,易泛特技术(深圳)有限公司,,大专,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/494793536250000.htm
科研人员(微纳系统与仿生医学研究中心),中国科学院深圳先进技术研究院,,博士,,1000元/月,1000-9999人,,http://jobs.zhaopin.com/227408426251700.htm
高级研发工程师(iOS平台）（深圳）,平安科技(深圳)有限公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/138804812252680.htm
TEG11-产品运营经理（深圳）,深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288226.htm
私募基金企划设计师（中瑞润和投资管理有限公司）,深圳市瑞成科讯实业有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/230033315250023.htm
销售代表,深圳市华显光学仪器有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ741864440J00039384101.htm
淘宝美工,深圳市聚和双成科技有限公司,,不限,,4001-6000元/月,20人,,http://jobs.zhaopin.com/624297426250022.htm
外贸专员/助理/跟单/网站编辑/电子商务专员,深圳市金旭日新能源科技有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/423791282250003.htm
运行维护工程师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250675.htm
测试工程师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250674.htm
UI/UE美工设计师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250673.htm
数据稽核工程师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250672.htm
JAVA/WEB开发工程师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250671.htm
IOS/Android开发工程师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250670.htm
系统架构设计师（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250669.htm
需求分析兼项目管理岗（广东联通招聘，工作地点：广州）,中国联合网络通信有限公司深圳市分公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/235435319250668.htm
投标员,深圳市特发地产有限公司,,大专,3-5年,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/280160717250075.htm
机器学习算法工程师,北京大生在线科技有限公司,,本科,,30001-50000元/月,1000-9999人,,http://jobs.zhaopin.com/569083721250477.htm
树莓派工程师,深圳优迈科科技有限公司,,不限,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/250104020250184.htm
C++开发工程师,深圳康瑞杰科技有限公司,,不限,,20000-40000元/月,20人,,http://jobs.zhaopin.com/644911427250004.htm
深度算法工程师,深圳康瑞杰科技有限公司,,不限,,15000-25000元/月,20人,,http://jobs.zhaopin.com/644911427250003.htm
研发项目经理,深圳康瑞杰科技有限公司,,不限,,15000-25000元/月,20人,,http://jobs.zhaopin.com/644911427250002.htm
相机效果tuning（智能手机）,深圳传音控股有限公司,,本科,,12000-24000元/月,1000-9999人,,http://jobs.zhaopin.com/190788127251645.htm
应用开发工程师（图库）,深圳传音控股有限公司,,本科,,12000-24000元/月,1000-9999人,,http://jobs.zhaopin.com/190788127251465.htm
美工设计（要求会文案策划）,腾邦旅游集团有限公司嘉宾营业部,,不限,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ725762240J00045059701.htm
人脸识别工程师（深圳）,平安科技(深圳)有限公司,,本科,,,1000-9999人,,http://jobs.zhaopin.com/138804812252641.htm
人脸识别商务拓展总监（深圳）,平安科技(深圳)有限公司,,不限,,,1000-9999人,,http://jobs.zhaopin.com/138804812252644.htm
SNG02-视频云ios开发（深圳）,深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288141.htm
MIG03-AI评价优化高级工程师（深圳）,深圳腾讯计算机系统有限公司 ,,硕士,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288134.htm
安卓开发工程师,深圳市奥迪信科技有限公司,,本科,1-3年,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/CZ736560240J00038260401.htm
算法工程师,北京智慧眼科技股份有限公司湖南分公司,,本科,5-10年,20001-30000元/月,100-499人,,http://jobs.zhaopin.com/489650620250645.htm
机器学习和人工智能资深架构师,招商银行 ,,硕士,3-5年,,10000人,,http://jobs.zhaopin.com/000136562250506.htm
嵌入式软件工程师（相机产品）,北京臻迪机器人有限公司,,本科,5-10年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/182556923251852.htm
C++软件工程师/MFC设备控制软件开发工程师,深圳市锐巽自动化设备有限公司,,本科,1-3年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/466437437250003.htm
合成师（招收残障人士）,深圳市残友集团股份有限公司,,大专,1-3年,1000元/月,1000-9999人,,http://jobs.zhaopin.com/384812218250283.htm
平面设计,深圳市华振包装制品有限公司,,大专,1年,3500-4500元/月,20人,,http://jobs.zhaopin.com/427942617250031.htm
机械工程师,深圳新泰阳科技有限公司,,不限,5-10年,29000-50000元/月,20人,,http://jobs.zhaopin.com/CZ735157040J00042490701.htm
销售经理/主管/专员,打扮家,,大专,3-5年,5000-10000元/月,20-99人,,http://jobs.zhaopin.com/283399780250007.htm
Unity3d开发工程师,深圳正则科技有限公司,,不限,3-5年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/342700039250007.htm
销售专员/经理/区域经理 高薪诚聘5000+,打扮家,,大专,1-3年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/283399780250004.htm
算法工程师,深圳市爱协生科技有限公司,,博士,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/526577029250102.htm
c++软件工程师,深圳果力智能科技有限公司,,本科,3-5年,10000-19000元/月,20人,,http://jobs.zhaopin.com/CZ734702140J00010160307.htm
高级软件工程师,华大基因,,本科,5-10年,20000-35000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258156.htm
后期制作,深圳优动视觉科技有限公司,,大专,1-3年,4000-8000元/月,20人,,http://jobs.zhaopin.com/CZ727863040J00040736401.htm
算法工程师,深圳果力智能科技有限公司,,本科,1-3年,10000-20000元/月,20人,,http://jobs.zhaopin.com/CZ734702140J00007045007.htm
游戏ui设计师,深圳市信成龙网络科技有限公司,,大专,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/CZ742295340J00037306001.htm
平面设计/美工,深圳市海思美医疗技术有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/225114725250129.htm
应届毕业生/2017届/硬件开发/软件开发/机械设计,深圳市燕麦科技股份有限公司,,本科,,4000-6000元/月,100-499人,,http://jobs.zhaopin.com/483288421250046.htm
.Net软件开发工程师,盛视科技股份有限公司,,大专,,6000-12000元/月,500-999人,,http://jobs.zhaopin.com/152838414250531.htm
视觉工程师,深圳市翔泰鑫自动化科技有限公司,,本科,3-5年,10000-20000元/月,20人,,http://jobs.zhaopin.com/CZ732172540J00000794407.htm
高级软件工程师,深圳市智信精密仪器有限公司,,本科,,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/469866117250028.htm
视觉工程师,深圳市智信精密仪器有限公司,,本科,3-5年,10000-15000元/月,100-499人,,http://jobs.zhaopin.com/469866117250031.htm
软件UI设计工程师,深圳市智信精密仪器有限公司,,大专,,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/469866117250037.htm
影视后期制作,深圳市新大众体育发展有限公司,,不限,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/295766583250005.htm
IE工程师/IE工程主管,深圳飞安瑞科技股份有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/357320213250029.htm
图像算法高级开发工程师,深圳市佰猫创客服务运营有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/479395336250071.htm
图像算法/软件开发工程师,深圳市佰猫创客服务运营有限公司,,本科,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/479395336250085.htm
图像识别工程师,华大基因,,本科,3-5年,15000-30000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258351.htm
图形图像设计学徒,深圳市海纳云游网络科技有限公司,,大专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/425153083250690.htm
FAE 工程师,深圳捷恩捷微电子有限公司,,大专,3-5年,8001-10000元/月,20人,,http://jobs.zhaopin.com/389007215250013.htm
中试经理,深圳市埃微信息技术有限公司,,本科,1-3年,8000-14000元/月,20-99人,,http://jobs.zhaopin.com/CZ728396040J00013630805.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250018.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250016.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250017.htm
销售工程师/销售代表,深圳市晟视科技有限公司,,不限,1-3年,2001-4000元/月,20人,,http://jobs.zhaopin.com/CZ742069940J00049397101.htm
销售经理,深圳市晟视科技有限公司,,不限,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ742069940J00013138101.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250165.htm
摄影/美工,深圳市您时婚礼策划有限公司,,大专,,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/289916136250024.htm
C# Windows 软件工程师 软件开发,深圳百迈技术有限公司,,本科,3-5年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/310288582250033.htm
效果图师,家加家科技(深圳)有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ725552740J00016525503.htm
区域销售经理,深圳中天银河科技有限公司,,大专,3-5年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/164781410250039.htm
服务员、收银员,露台咖啡餐饮(深圳)有限公司,,大专,1-3年,4000-7000元/月,20-99人,,http://jobs.zhaopin.com/CZ724939440J00048158301.htm
高级Android研发工程师,怡亚通供应链股份有限公司 ,,本科,5-10年,15000-25000元/月,10000人,,http://jobs.zhaopin.com/000592781257850.htm
行政助理,深圳顺泰克照明有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/424889010250114.htm
视觉设计,慧伦宠物护理(深圳)有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/491447523250098.htm
平面设计,慧伦宠物护理(深圳)有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/491447523250097.htm
外贸跟单员,深圳洛普智能科技有限公司,,大专,,3500-5000元/月,100-499人,,http://jobs.zhaopin.com/CZ732549440J00048536901.htm
机器视觉 算法 工程师,深圳百迈技术有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/310288582250032.htm
电商美工淘宝美工（可提供住宿/双休）,深圳市诗宏科技有限公司,,不限,1年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ725517740J00012973707.htm
助理软件工程师,北京胜龙科技股份有限公司,,本科,,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/000416527250125.htm
急招——设计师、平面设计师、美工设计、企划,露台咖啡餐饮(深圳)有限公司,,大专,1-3年,4000-7000元/月,20-99人,,http://jobs.zhaopin.com/CZ724939440J00048258901.htm
网站设计/程序员,深圳云和数据信息技术有限公司,,大专,,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/392850630250244.htm
急招——设计师、平面设计师、美工设计、企划,露台咖啡餐饮(深圳)有限公司,,大专,1-3年,4000-7000元/月,20-99人,,http://jobs.zhaopin.com/CZ724939440J00048158701.htm
网站设计/程序员,深圳云和数据信息技术有限公司,,大专,1年,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/392850630250241.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250132.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250143.htm
设计部经理,深圳市克里斯塞琳娜贸易有限公司,,本科,3-5年,1000元/月,20-99人,,http://jobs.zhaopin.com/624206620250085.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250101.htm
网站设计/程序员,深圳云和数据信息技术有限公司,,大专,1年,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/392850630250236.htm
陈列师,深圳市汇美影像文化股份有限公司,,大专,3-5年,7000-12000元/月,100-499人,,http://jobs.zhaopin.com/CZ726469940J00015355403.htm
17520-U3D手游客户端开发工程师(深圳),深圳腾讯计算机系统有限公司 ,,本科,1-3年,,10000人,,http://jobs.zhaopin.com/120072290288504.htm
网站设计/程序员,深圳云和数据信息技术有限公司,,大专,1年,3000-5000元/月,20-99人,,http://jobs.zhaopin.com/392850630250232.htm
算法工程师,深圳百迈技术有限公司,,本科,,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/310288582250030.htm
计算机视觉工程师（表情判断）,亚兴科技,,硕士,1-3年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250102.htm
（机场）航空公司安全员退伍兵专场招聘,北京中航联合航空服务有限公司,,中专,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/606078929250741.htm
计算机视觉工程师（表情判断）,亚兴科技,,硕士,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250095.htm
Zynq 开发工程师,亚兴科技,,大专,3-5年,18000-25000元/月,20-99人,,http://jobs.zhaopin.com/475618829250099.htm
RB-机器学习工程师/研究员,深圳光启高等理工研究院,,不限,5-10年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823252160.htm
视觉软件工程师,大族激光科技产业集团股份有限公司 ,,不限,,7000-14000元/月,1000-9999人,,http://jobs.zhaopin.com/000341553251892.htm
美术UI设计,深圳市闲来网络科技有限公司,,不限,,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/490813181250016.htm
美术UI设计,深圳市闲来网络科技有限公司,,大专,1-3年,6000-12000元/月,20-99人,,http://jobs.zhaopin.com/490813181250011.htm
camera系统工程师,维沃移动通信有限公司（vivo）,,不限,1-3年,20000-40000元/月,10000人,,http://jobs.zhaopin.com/609260223250327.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250090.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250078.htm
视觉算法开发工程师,珠海习悦信息技术有限公司,,本科,1-3年,20000-40000元/月,20-99人,,http://jobs.zhaopin.com/276629281250046.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250085.htm
销售工程师/销售专员/销售经理,北京凯视佳光电设备有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/601936126250124.htm
移动前端技术总监,Michael Page,,本科,5-10年,,1000-9999人,,http://jobs.zhaopin.com/13507808290341584000.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250014.htm
商业摄影师,深圳市墨言文化传媒有限公司,,不限,1-3年,5000-8000元/月,20人,,http://jobs.zhaopin.com/CZ739381040J00047048601.htm
视频后期制作,深圳市手游圈信息科技有限公司,,不限,,7000-10000元/月,20-99人,,http://jobs.zhaopin.com/437210337250060.htm
设计部经理,深圳市克里斯塞琳娜贸易有限公司,,本科,3-5年,1000元/月,20-99人,,http://jobs.zhaopin.com/624206620250081.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250013.htm
平面设计,深圳优卡南方能源有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/282060384250021.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250012.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250010.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250011.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250009.htm
效果图设计师,深圳凌锐数字图像有限公司,,不限,1-3年,6001-8000元/月,20人,,http://jobs.zhaopin.com/409723285250006.htm
计算机视觉算法工程师,罗卡咨询 Roca International,,不限,,50001-70000元/月,20-99人,,http://jobs.zhaopin.com/190031024258728.htm
网站编辑 文案编辑,深圳市裕满实业有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/157024323250126.htm
商业摄影师,深圳市墨言文化传媒有限公司,,不限,1-3年,5000-10000元/月,20人,,http://jobs.zhaopin.com/CZ739381040J00046003101.htm
设计师 平面设计 3D设计 工业设计,深圳市蓝星威电子科技有限公司,,大专,3-5年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/352078917250512.htm
平面设计 3D设计 工业设计 设计师,深圳市蓝星威电子科技有限公司,,大专,3-5年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/352078917250511.htm
平面设计 3D设计 工业设计 设计师,深圳市蓝星威电子科技有限公司,,大专,3-5年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/352078917250515.htm
商业摄影师,深圳市墨言文化传媒有限公司,,不限,1-3年,5000-10000元/月,20人,,http://jobs.zhaopin.com/CZ739381040J00044084501.htm
视觉软件工程师,深圳市巨力方视觉技术有限公司,,大专,3-5年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/CZ740980340J00043729101.htm
美工设计,深圳市海思美医疗技术有限公司,,不限,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/225114725250128.htm
