职位名称,公司名称,融资情况,教育程度,工作年限,薪资水平,员工人数,创建时间,职位网址
财务/出纳/会计,深圳海威视讯技术有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ740499440J00040502401.htm
FPGA开发工程师,深圳普赢创新科技股份有限公司,,本科,1-3年,15000-20000元/月,100-499人,,http://jobs.zhaopin.com/452054237250042.htm
美工,深圳市恒泰博远贸易有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/310967080250082.htm
文案策划,深圳市汇金智能科技有限公司,,大专,1年,4500-8000元/月,20-99人,,http://jobs.zhaopin.com/266631637250053.htm
自动化软件工程师,深圳市睿晟自动化技术有限公司,,本科,3-5年,8000-15000元/月,20-99人,,http://jobs.zhaopin.com/CZ724196840J00013174705.htm
应用软件工程师（C++）,深圳开立生物医疗科技股份有限公司 ,,本科,3-5年,13000-25000元/月,1000-9999人,,http://jobs.zhaopin.com/199532817250511.htm
linux/c++软件工程师,坎德拉(深圳)科技创新有限公司,,本科,,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/404464885250090.htm
售后服务工程师,深圳市升达康科技有限公司,,不限,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/283432787250017.htm
测试工程师,坎德拉(深圳)科技创新有限公司,,不限,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/404464885250089.htm
ADAS算法工程师,深圳市优贤企业管理咨询有限公司,,本科,3-5年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/691760722250166.htm
嵌入式软件工程师（网络摄像机/IPC）,深圳奥尼电子股份有限公司,,不限,3-5年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/448501337250046.htm
结构工程师,深圳市明斯克流体控制技术有限公司,,大专,1-3年,6000-8000元/月,20人,,http://jobs.zhaopin.com/CZ761766840J00013616405.htm
机器视觉工程师,深圳雷柏科技股份有限公司,,大专,1-3年,12000-16000元/月,1000-9999人,,http://jobs.zhaopin.com/395221613251083.htm
FPGA工程师,深圳市友信长丰科技有限公司,,本科,1-3年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/313844682250017.htm
机器视觉算法工程师,深圳市友信长丰科技有限公司,,硕士,1-3年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/313844682250021.htm
linux系统工程师,深圳市友信长丰科技有限公司,,本科,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/313844682250028.htm
DSP系统工程师,深圳市友信长丰科技有限公司,,本科,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/313844682250026.htm
深度学习研究员（接受实习生）,深圳市友信长丰科技有限公司,,本科,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/313844682250025.htm
FPGA硬件开发 工程师,深圳市科立讯数据技术有限公司,,大专,,10000-15000元/月,100-499人,,http://jobs.zhaopin.com/194207417250032.htm
天猫美工/平面设计师,国旅(深圳)国际旅行社有限公司福田华强北营业部,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/255781131250041.htm
Phthon开发工程师/Odoo开发工程师,深圳市蓝泰源信息技术股份有限公司,,大专,1-3年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/562217824250341.htm
视频后期制作,深圳市手游圈信息科技有限公司,,不限,1-3年,5000-10000元/月,20-99人,,http://jobs.zhaopin.com/437210337250072.htm
摄影跟拍/摄影助理/服装搭配跟拍,深圳市乐承服饰有限公司,,不限,,5000-6500元/月,100-499人,,http://jobs.zhaopin.com/687459723250110.htm
深度学习系统工程师,深圳市中网彩网络技术有限公司,,硕士,1-3年,15001-20000元/月,100-499人,,http://jobs.zhaopin.com/201825514250792.htm
网站工程师,深圳市美辰科技有限公司,,大专,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/280025112250153.htm
软件工程师,深圳市大族数控科技有限公司,,本科,1-3年,8000-15000元/月,500-999人,,http://jobs.zhaopin.com/334402316250215.htm
SLAM算法/机器人算法工程师,深圳市镭神智能系统有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/286299889250075.htm
光学工程师,深圳市镭神智能系统有限公司,,本科,3-5年,10000-16000元/月,100-499人,,http://jobs.zhaopin.com/286299889250122.htm
软件工程师,深圳市光大激光科技股份有限公司,,本科,,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/144585308251060.htm
摄影美工/精修美工,深圳市优胜仕贸易有限公司,,不限,,6000-9000元/月,20-99人,,http://jobs.zhaopin.com/440984511250135.htm
500万股权价值 诚聘应用软件工程师,深圳市顺禾电器科技有限公司,,本科,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/151975816250145.htm
市场营销,深圳黎明镒清图像技术有限公司,,大专,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/463078812250070.htm
电气工程师,深圳黎明镒清图像技术有限公司,,本科,,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/463078812250072.htm
品质管理工程师,深圳黎明镒清图像技术有限公司,,大专,3-5年,4500-9000元/月,20-99人,,http://jobs.zhaopin.com/463078812250075.htm
视觉算法开发工程师,珠海习悦信息技术有限公司,,本科,,10000-20000元/月,20-99人,,http://jobs.zhaopin.com/276629281250100.htm
软件开发工程师(002360),华大基因,,不限,,6000-12000元/月,1000-9999人,,http://jobs.zhaopin.com/195931818258568.htm
C++软件工程师,深圳市雄帝科技股份有限公司,,大专,1-3年,7000-14000元/月,500-999人,,http://jobs.zhaopin.com/147223018250321.htm
企划专员/主管,棕榈生态城镇发展股份有限公司,,本科,1-3年,5000-7000元/月,1000-9999人,,http://jobs.zhaopin.com/141534199253568.htm
淘宝美工,深圳小虫米子时尚设计有限公司,,大专,,5000-7000元/月,100-499人,,http://jobs.zhaopin.com/439921611250298.htm
算法工程师,深圳前海鹏元数据技术有限公司,,硕士,3-5年,20001-30000元/月,20-99人,,http://jobs.zhaopin.com/345929786250009.htm
美工设计主管/ 网页设计主管,深圳云和数据信息技术有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/392850630250246.htm
软件工程师,深圳市智速测量信息技术有限公司,,大专,3-5年,10001-15000元/月,20人,,http://jobs.zhaopin.com/CZ728264940J00013122107.htm
机械设计工程师3,深圳市智速测量信息技术有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/CZ728264940J00013121607.htm
电气设计工程师2,深圳市智速测量信息技术有限公司,,大专,5-10年,10001-15000元/月,20人,,http://jobs.zhaopin.com/CZ728264940J00013121707.htm
架构工程师,深圳锐通信息技术有限公司,,本科,5-10年,10001-15000元/月,20-99人,,http://jobs.zhaopin.com/590911421250007.htm
.Net 软件 开发 可在Home Work,软控股份有限公司 ,,本科,,,1000-9999人,,http://jobs.zhaopin.com/121014769254548.htm
海外市场开拓专员/经理,深圳市创显光电有限公司,,本科,3-5年,5000-10000元/月,100-499人,,http://jobs.zhaopin.com/CZ161397410J00005129506.htm
美工,深圳市智安天下科技有限公司,,大专,1-3年,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/517496323250056.htm
视频工程师,珠海市杰理科技有限公司,,本科,1-3年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/386384713250044.htm
视频工程师,珠海市杰理科技有限公司,,本科,1-3年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/386384713250106.htm
静物修图师，产品修图师，美工,深圳大千视觉摄影设计有限公司,,不限,1-3年,4000-6000元/月,20人,,http://jobs.zhaopin.com/CZ742318940J00036425701.htm
急招——设计师、平面设计师、美工设计、企划,露台咖啡餐饮(深圳)有限公司,,大专,1-3年,4000-7000元/月,20-99人,,http://jobs.zhaopin.com/CZ724939440J00048373501.htm
C#软件工程师/软件开发工程师,深圳市燕麦科技股份有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/483288421250059.htm
机器视觉助理工程师,深圳雷柏科技股份有限公司,,大专,,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/395221613251084.htm
通信系统工程师,深圳光启高等理工研究院,,本科,1-3年,10001-15000元/月,1000-9999人,,http://jobs.zhaopin.com/217234823251944.htm
文员助理,深圳伊特液压设备有限公司,,不限,1-3年,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ724342240J00047665401.htm
亚马逊速卖通美工 拍图精修店铺美工,深圳市欧旋风科技有限公司,,不限,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/540385921250051.htm
软件测试工程师,深圳市友信长丰科技有限公司,,大专,,6000-8000元/月,20-99人,,http://jobs.zhaopin.com/313844682250036.htm
机器视觉算法工程师（可接受应届毕业生）,深圳市友信长丰科技有限公司,,硕士,,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/313844682250022.htm
美工,深圳市酷尾巴电子商务有限公司,,大专,1-3年,4000-8000元/月,20-99人,,http://jobs.zhaopin.com/502804536250001.htm
商务技术标书专员,深圳友讯达科技股份有限公司,,大专,,4001-6000元/月,500-999人,,http://jobs.zhaopin.com/467534614251614.htm
产品设计师,深圳市源兴发科技有限公司,,大专,1-3年,6000-12000元/月,100-499人,,http://jobs.zhaopin.com/444314618250428.htm
业务员女 底薪+提成,深圳市合利通光电有限公司,,不限,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/CZ726295040J00048086801.htm
嵌入式软件工程师（偏IPC）,丰唐物联技术(深圳)有限公司,,本科,3-5年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/446607612250774.htm
售前工程师,珠海习悦信息技术有限公司,,本科,1-3年,15000-30000元/月,20-99人,,http://jobs.zhaopin.com/276629281250086.htm
三维动效设计师,深圳数虎图像股份有限公司,,本科,1-3年,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/215849714250721.htm
VC++ 程序员,深圳市国信合成科技有限公司,,大专,1-3年,6001-8000元/月,100-499人,,http://jobs.zhaopin.com/152749814250014.htm
嵌入式/单片机软件工程师,深圳市唯奥视讯技术有限公司,,大专,,5000-10000元/月,100-499人,,http://jobs.zhaopin.com/200421517250127.htm
课程设计师,中咨联教育科技(深圳)有限公司,,本科,1-3年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ724165340J00012678707.htm
产品摄影师,深圳市墨言文化传媒有限公司,,不限,1-3年,5000-8000元/月,20人,,http://jobs.zhaopin.com/CZ739381040J00048794701.htm
模型师,家加家科技(深圳)有限公司,,本科,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ725552740J00016263603.htm
游戏UI设计师,深圳市千羽手游科技有限公司,,大专,1-3年,8000-12000元/月,20-99人,,http://jobs.zhaopin.com/652903225250057.htm
FAE 工程师,深圳捷恩捷微电子有限公司,,大专,3-5年,8001-10000元/月,20人,,http://jobs.zhaopin.com/389007215250006.htm
产品经理,深圳市斯远电子技术有限公司,,本科,3-5年,7000-13000元/月,20-99人,,http://jobs.zhaopin.com/303598117250142.htm
微信公众号运营/运营推广/网络运营,深圳市数智国兴信息科技有限公司,,大专,1-3年,5000-6000元/月,20-99人,,http://jobs.zhaopin.com/262364612250131.htm
高级IOS研发工程师,怡亚通供应链股份有限公司 ,,本科,5-10年,15000-25000元/月,10000人,,http://jobs.zhaopin.com/000592781257851.htm
嵌入式软件工程师,深圳市南园天工电子有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/CZ736260240J00047160001.htm
摄影/摄像师,华清控股(深圳)有限公司,,大专,,8001-10000元/月,100-499人,,http://jobs.zhaopin.com/377699930250074.htm
软件工程师,深圳市新良田科技股份有限公司,,本科,,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/703362527250010.htm
外贸业务跟单,深圳市阿玛达科技有限公司,,大专,,2500-4000元/月,20-99人,,http://jobs.zhaopin.com/CZ732882640J00023199401.htm
外贸业务员业务跟单业务助理,深圳市阿玛达科技有限公司,,大专,,3000-6000元/月,20-99人,,http://jobs.zhaopin.com/CZ732882640J00023157501.htm
电商美工,深圳市海洲鹰电子有限公司,,大专,1-3年,4000-8000元/月,100-499人,,http://jobs.zhaopin.com/286805085250023.htm
算法助理工程师,深圳市锐明技术股份有限公司,,本科,,6001-8000元/月,500-999人,,http://jobs.zhaopin.com/289850186250078.htm
前端开发工程师（深圳岗位）,广州市亿博信息技术有限公司,,大专,1-3年,10001-15000元/月,100-499人,,http://jobs.zhaopin.com/255272815250486.htm
品质管理员(QA),深圳市网今科技有限公司,,不限,,2001-4000元/月,20-99人,,http://jobs.zhaopin.com/255054018250019.htm
市场推广专员,深圳米视生物医疗有限公司,,不限,,4500-7000元/月,20-99人,,http://jobs.zhaopin.com/318353833250027.htm
超声算法工程师（后端）,武汉中旗生物医疗电子有限公司,,硕士,1-3年,10000-20000元/月,100-499人,,http://jobs.zhaopin.com/653000429250443.htm
高级ISP工程师,深圳英飞拓科技股份有限公司,,本科,5-10年,15001-20000元/月,1000-9999人,,http://jobs.zhaopin.com/177430223250444.htm
ISP研发工程师,普联技术有限公司,,本科,,10001-15000元/月,10000人,,http://jobs.zhaopin.com/120073817250758.htm
网站运维,深圳国民基金管理有限公司,,大专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/573419828250280.htm
AOI视觉工程师（工作地点珠海）,深圳市诺途科技有限公司,,大专,,8001-10000元/月,20人,,http://jobs.zhaopin.com/610599726250047.htm
合伙人/高管,深圳市汇金智能科技有限公司,,本科,10年,15001-20000元/月,20-99人,,http://jobs.zhaopin.com/266631637250137.htm
咖啡厅店长,深圳市汇金智能科技有限公司,,大专,3-5年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/266631637250138.htm
文案,深圳市腾邦国际商业服务股份有限公司,,本科,1-3年,6001-8000元/月,1000-9999人,,http://jobs.zhaopin.com/192368421251314.htm
DVR软件工程师,深圳市路畅科技股份有限公司,,本科,1-3年,12000-24000元/月,1000-9999人,,http://jobs.zhaopin.com/145338901250211.htm
行政助理,深圳顺泰克照明有限公司,,大专,,2001-4000元/月,100-499人,,http://jobs.zhaopin.com/424889010250115.htm
业务助理,深圳顺泰克照明有限公司,,大专,1-3年,4001-6000元/月,100-499人,,http://jobs.zhaopin.com/424889010250110.htm
UI设计师,深圳市百利玛建材发展有限公司,,大专,,6500-12500元/月,100-499人,,http://jobs.zhaopin.com/658808025250009.htm
效果图渲染师、动画场景师,深圳市瀚方数码图像设计有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ723813140J00016190303.htm
美工,慧伦宠物护理(深圳)有限公司,,大专,,4001-6000元/月,20人,,http://jobs.zhaopin.com/491447523250099.htm
软件工程师,深圳市神州普元科技有限公司,,大专,1-3年,5000-8000元/月,20-99人,,http://jobs.zhaopin.com/425005812250165.htm
高薪急聘--销售代表,深圳市网今科技有限公司,,中专,,4001-6000元/月,20-99人,,http://jobs.zhaopin.com/255054018250008.htm
3d模型贴图师,家加家科技(深圳)有限公司,,本科,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/CZ725552740J00015809703.htm
vr虚拟现实开发,家加家科技(深圳)有限公司,,本科,1-3年,9000-18000元/月,20-99人,,http://jobs.zhaopin.com/CZ725552740J00015809003.htm
主题乐园设计师,深圳市永利兴游乐设备有限公司,,不限,1-3年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/502401826250045.htm
资深设计师,深圳市永利兴游乐设备有限公司,,本科,5-10年,8001-10000元/月,20-99人,,http://jobs.zhaopin.com/502401826250063.htm
亚马逊电商美工,深圳市亿沃通科技有限公司,,大专,1-3年,6001-8000元/月,20-99人,,http://jobs.zhaopin.com/599585123250029.htm
